drug_name,Name,receptor,Actions,Gene Name,Pharmacological action,potency,family,symbol,show_text,Ki,Ki_min,Ki_max,Kind,weight,comment
Zuclopenthixol,Dopamine D2 receptor,Dopamine D2 ,Antagonist,DRD2,Yes,NA,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase.",NA,NA,NA,Protein,50618.91 Da,NA
Zuclopenthixol,Alpha-1A adrenergic receptor,Alpha-1A adrenergic ,Antagonist,ADRA1A,Unknown,NA,ADRA,⯆,"This alpha-adrenergic receptor mediates its action
by association with G proteins that activate a
phosphatidylinositol-calcium second messenger system. Its
effect is mediated by G(q) and G(11) proteins. Nuclear
ADRA1A-ADRA1B heterooligomers regulate phenylephrine(PE)-
stimulated ERK signaling in cardiac myocytes.",NA,NA,NA,Protein,51486.005 Da,NA
Zuclopenthixol,Alpha-2A adrenergic receptor,Alpha-2A adrenergic ,Antagonist,ADRA2A,Unknown,NA,ADRA,⯆,"Alpha-2 adrenergic receptors mediate the catecholamine-
induced inhibition of adenylate cyclase through the action
of G proteins. The rank order of potency for agonists of
this receptor is oxymetazoline > clonidine > epinephrine
> norepinephrine > phenylephrine > dopamine > p-synephrine
> p-tyramine > serotonin = p-octopamine. For antagonists,
the rank order is yohimbine > phentolamine = mianserine
> chlorpromazine = spiperone = prazosin > propanolol >
alprenolol = pindolol.",NA,NA,NA,Protein,48956.275 Da,NA
Zuclopenthixol,5-hydroxytryptamine receptor 2A,5-hydroxytryptamine  2A,Antagonist,HTR2A,Unknown,NA,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including mescaline,
psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins)
and modulates the activity of down-stream effectors.
Beta-arrestin family members inhibit signaling via G
proteins and mediate activation of alternative signaling
pathways. Signaling activates phospholipase C and a
phosphatidylinositol-calcium second messenger system
that modulates the activity of phosphatidylinositol 3-
kinase and promotes the release of Ca(2+) ions from
intracellular stores. Affects neural activity, perception,
cognition and mood. Plays a role in the regulation of
behavior, including responses to anxiogenic situations
and psychoactive substances. Plays a role in intestinal
smooth muscle contraction, and may play a role in arterial
vasoconstriction.(Microbial infection) Acts as a receptor
for human JC polyomavirus/JCPyV.",NA,NA,NA,Protein,52602.58 Da,NA
Zuclopenthixol,Histamine H1 receptor,Histamine H1 ,Antagonist,HRH1,Unknown,NA,HRH,⯆,"In peripheral tissues, the H1 subclass of histamine
receptors mediates the contraction of smooth muscles,
increase in capillary permeability due to contraction of
terminal venules, and catecholamine release from adrenal
medulla, as well as mediating neurotransmission in the
central nervous system.",NA,NA,NA,Protein,55783.61 Da,NA
Trazodone,5-hydroxytryptamine receptor 2A,5-hydroxytryptamine  2A,Antagonist,HTR2A,Yes,8.349984047528162,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including mescaline,
psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins)
and modulates the activity of down-stream effectors.
Beta-arrestin family members inhibit signaling via G
proteins and mediate activation of alternative signaling
pathways. Signaling activates phospholipase C and a
phosphatidylinositol-calcium second messenger system
that modulates the activity of phosphatidylinositol 3-
kinase and promotes the release of Ca(2+) ions from
intracellular stores. Affects neural activity, perception,
cognition and mood. Plays a role in the regulation of
behavior, including responses to anxiogenic situations
and psychoactive substances. Plays a role in intestinal
smooth muscle contraction, and may play a role in arterial
vasoconstriction.(Microbial infection) Acts as a receptor
for human JC polyomavirus/JCPyV.",44.67,44.67,44.67,Protein,52602.58 Da,NA
Trazodone,5-hydroxytryptamine receptor 2C,5-hydroxytryptamine  2C,Agonist,HTR2C,Yes,7.905057447868988,HTR,⯅,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including ergot alkaloid
derivatives, 1-2,5,-dimethoxy-4-iodophenyl-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins) and
modulates the activity of down-stream effectors. Beta-
arrestin family members inhibit signaling via G proteins
and mediate activation of alternative signaling pathways.
Signaling activates a phosphatidylinositol-calcium
second messenger system that modulates the activity of
phosphatidylinositol 3-kinase and down-stream signaling
cascades and promotes the release of Ca(2+) ions from
intracellular stores. Regulates neuronal activity via the
activation of short transient receptor potential calcium
channels in the brain, and thereby modulates the activation
of pro-opiomelacortin neurons and the release of CRH that
then regulates the release of corticosterone. Plays a role
in the regulation of appetite and eating behavior, responses
to anxiogenic stimuli and stress. Plays a role in insulin
sensitivity and glucose homeostasis.",124.435,25,223.87,Protein,51820.705 Da,NA
Trazodone,Sodium-dependent serotonin transporter,Sodium-dependent serotonin transporter,Inhibitor,SLC6A4,Yes,7.598599459218455,SLC,⮽,"Serotonin transporter whose primary function in the central
nervous system involves the regulation of serotonergic
signaling via transport of serotonin molecules from the
synaptic cleft back into the pre-synaptic terminal for re-
utilization. Plays a key role in mediating regulation of the
availability of serotonin to other receptors of serotonergic
systems. Terminates the action of serotonin and recycles it
in a sodium-dependent manner.",252,160,690,Protein,70324.165 Da,NA
Trazodone,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine  1A,Antagonist,HTR1A,Yes,8.017728766960431,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Beta-arrestin family members inhibit signaling via
G proteins and mediate activation of alternative signaling
pathways. Signaling inhibits adenylate cyclase activity and
activates a phosphatidylinositol-calcium second messenger
system that regulates the release of Ca(2+) ions from
intracellular stores. Plays a role in the regulation of 5-
hydroxytryptamine release and in the regulation of dopamine
and 5-hydroxytryptamine metabolism. Plays a role in the
regulation of dopamine and 5-hydroxytryptamine levels
in the brain, and thereby affects neural activity, mood
and behavior. Plays a role in the response to anxiogenic
stimuli.",96,96,96,Protein,46106.335 Da,NA
Trazodone,Histamine H1 receptor,Histamine H1 ,Antagonist,HRH1,Unknown,6.958607314841775,HRH,⯆,"In peripheral tissues, the H1 subclass of histamine
receptors mediates the contraction of smooth muscles,
increase in capillary permeability due to contraction of
terminal venules, and catecholamine release from adrenal
medulla, as well as mediating neurotransmission in the
central nervous system.",1100,1100,1100,Protein,55783.61 Da,NA
Trazodone,Alpha-1A adrenergic receptor,Alpha-1A adrenergic ,Antagonist,ADRA1A,No,NA,ADRA,⯆,"This alpha-adrenergic receptor mediates its action
by association with G proteins that activate a
phosphatidylinositol-calcium second messenger system. Its
effect is mediated by G(q) and G(11) proteins. Nuclear
ADRA1A-ADRA1B heterooligomers regulate phenylephrine(PE)-
stimulated ERK signaling in cardiac myocytes.",NA,NA,NA,Protein,51486.005 Da,NA
Trazodone,Alpha-2A adrenergic receptor,Alpha-2A adrenergic ,Antagonist,ADRA2A,No,7.671620396561263,ADRA,⯆,"Alpha-2 adrenergic receptors mediate the catecholamine-
induced inhibition of adenylate cyclase through the action
of G proteins. The rank order of potency for agonists of
this receptor is oxymetazoline > clonidine > epinephrine
> norepinephrine > phenylephrine > dopamine > p-synephrine
> p-tyramine > serotonin = p-octopamine. For antagonists,
the rank order is yohimbine > phentolamine = mianserine
> chlorpromazine = spiperone = prazosin > propanolol >
alprenolol = pindolol.",213,106,320,Protein,48956.275 Da,NA
Trazodone,5-hydroxytryptamine receptor 1C,5-hydroxytryptamine  1C,Antagonist,Htr2c,Unknown,NA,H,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including ergot alkaloid
derivatives, 1-2,5,-dimethoxy-4-iodophenyl-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins) and
modulates the activity of down-stream effectors. Beta-
arrestin family members inhibit signaling via G proteins
and mediate activation of alternative signaling pathways.
Signaling activates a phosphatidylinositol-calcium
second messenger system that modulates the activity of
phosphatidylinositol 3-kinase and down-stream signaling
cascades and promotes the release of Ca(2+) ions from
intracellular stores. Regulates neuronal activity via the
activation of short transient receptor potential calcium
channels in the brain, and thereby modulates the activation
of pro-opiomelacortin neurons and the release of CRH that
then regulates the release of corticosterone. Plays a
role in the regulation of appetite and feeding behavior,
responses to anxiogenic stimuli and stress. Plays a role in
insulin sensitivity and glucose homeostasis.",NA,NA,NA,Protein,51916.005 Da,NA
Cariprazine,Dopamine D3 receptor,Dopamine D3 ,Agonist,DRD3,Yes,NA,DRD,⯅,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase. Promotes cell proliferation.",NA,NA,NA,Protein,44224.335 Da,NA
Cariprazine,Dopamine D2 receptor,Dopamine D2 ,Agonist,DRD2,Yes,NA,DRD,⯅,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase.",NA,NA,NA,Protein,50618.91 Da,NA
Cariprazine,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine  1A,Agonist,HTR1A,Yes,NA,HTR,⯅,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Beta-arrestin family members inhibit signaling via
G proteins and mediate activation of alternative signaling
pathways. Signaling inhibits adenylate cyclase activity and
activates a phosphatidylinositol-calcium second messenger
system that regulates the release of Ca(2+) ions from
intracellular stores. Plays a role in the regulation of 5-
hydroxytryptamine release and in the regulation of dopamine
and 5-hydroxytryptamine metabolism. Plays a role in the
regulation of dopamine and 5-hydroxytryptamine levels
in the brain, and thereby affects neural activity, mood
and behavior. Plays a role in the response to anxiogenic
stimuli.",NA,NA,NA,Protein,46106.335 Da,NA
Cariprazine,5-hydroxytryptamine receptor 2B,5-hydroxytryptamine  2B,Antagonist,HTR2B,Yes,NA,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various ergot
alkaloid derivatives and psychoactive substances. Ligand
binding causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins)
and modulates the activity of down-stream effectors.
Beta-arrestin family members inhibit signaling via G
proteins and mediate activation of alternative signaling
pathways. Signaling activates a phosphatidylinositol-
calcium second messenger system that modulates the
activity of phosphatidylinositol 3-kinase and down-
stream signaling cascades and promotes the release of
Ca(2+) ions from intracellular stores. Plays a role in the
regulation of dopamine and 5-hydroxytryptamine release,
5-hydroxytryptamine uptake and in the regulation of
extracellular dopamine and 5-hydroxytryptamine levels,
and thereby affects neural activity. May play a role in
the perception of pain. Plays a role in the regulation of
behavior, including impulsive behavior. Required for normal
proliferation of embryonic cardiac myocytes and normal heart
development. Protects cardiomyocytes against apoptosis.
Plays a role in the adaptation of pulmonary arteries to
chronic hypoxia. Plays a role in vasoconstriction. Required
for normal osteoblast function and proliferation, and
for maintaining normal bone density. Required for normal
proliferation of the interstitial cells of Cajal in the
intestine.",NA,NA,NA,Protein,54297.41 Da,NA
Cariprazine,5-hydroxytryptamine receptor 2A,5-hydroxytryptamine  2A,Antagonist,HTR2A,Yes,NA,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including mescaline,
psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins)
and modulates the activity of down-stream effectors.
Beta-arrestin family members inhibit signaling via G
proteins and mediate activation of alternative signaling
pathways. Signaling activates phospholipase C and a
phosphatidylinositol-calcium second messenger system
that modulates the activity of phosphatidylinositol 3-
kinase and promotes the release of Ca(2+) ions from
intracellular stores. Affects neural activity, perception,
cognition and mood. Plays a role in the regulation of
behavior, including responses to anxiogenic situations
and psychoactive substances. Plays a role in intestinal
smooth muscle contraction, and may play a role in arterial
vasoconstriction.(Microbial infection) Acts as a receptor
for human JC polyomavirus/JCPyV.",NA,NA,NA,Protein,52602.58 Da,NA
